Name;URL;Codename;Cores;Clock;Socket;Process;L3 Cache;TDP;Released;Vendor
Core i7-14701TE;/cpu-specs/core-i7-14701te.c3734;Raptor Lake-R;8  / 16;2.1 to 5.2 GHz;Socket 1700;10 nm;33 MB;45 W;Jul 2024;Intel
Core i9-14900;/cpu-specs/core-i9-14900.c3441;Raptor Lake-R;24  / 32;2 to 5.8 GHz;Socket 1700;10 nm;36 MB;65 W;Jan 8th, 2024;Intel
Core i9-14900F;/cpu-specs/core-i9-14900f.c3445;Raptor Lake-R;24  / 32;2 to 5.8 GHz;Socket 1700;10 nm;36 MB;65 W;Jan 8th, 2024;Intel
Core i9-14900HX;/cpu-specs/core-i9-14900hx.c3471;Raptor Lake-HX;24  / 32;2.2 to 5.8 GHz;BGA 1964;10 nm;36 MB;55 W;Jan 8th, 2024;Intel
Core i9-14900KS;/cpu-specs/core-i9-14900ks.c3522;Raptor Lake-R;24  / 32;3.2 to 6.2 GHz;Socket 1700;10 nm;36 MB;150 W;Mar 14th, 2024;Intel
Core i9-14900T;/cpu-specs/core-i9-14900t.c3444;Raptor Lake-R;24  / 32;1.1 to 5.5 GHz;Socket 1700;10 nm;36 MB;35 W;Jan 8th, 2024;Intel
Core i9-14901E;/cpu-specs/core-i9-14901e.c3739;Raptor Lake-R;8  / 16;2.8 to 5.6 GHz;Socket 1700;10 nm;36 MB;65 W;Jul 2024;Intel
Core i9-14901KE;/cpu-specs/core-i9-14901ke.c3732;Raptor Lake-R;8  / 16;3.8 to 5.8 GHz;Socket 1700;10 nm;36 MB;125 W;Jul 2024;Intel
Core i9-14901TE;/cpu-specs/core-i9-14901te.c3740;Raptor Lake-R;8  / 16;2.3 to 5.5 GHz;Socket 1700;10 nm;36 MB;45 W;Jul 2024;Intel
Xeon w3-2525;/cpu-specs/xeon-w3-2525.c3814;Sapphire Rapids;8  / 16;3.5 to 4.5 GHz;Socket 4677;10 nm;22.5 MB;175 W;Aug 24th, 2024;Intel
Xeon w3-2535;/cpu-specs/xeon-w3-2535.c3813;Sapphire Rapids;10  / 20;3.5 to 4.6 GHz;Socket 4677;10 nm;26.25 MB;185 W;Aug 24th, 2024;Intel
Xeon w5-2545;/cpu-specs/xeon-w5-2545.c3812;Sapphire Rapids;12  / 24;3.5 to 4.7 GHz;Socket 4677;10 nm;30 MB;210 W;Aug 24th, 2024;Intel
Xeon w5-3525;/cpu-specs/xeon-w5-3525.c3807;Sapphire Rapids;16  / 32;3.2 to 4.8 GHz;Socket 4677;10 nm;45 MB;290 W;Aug 24th, 2024;Intel
Xeon w5-3535X;/cpu-specs/xeon-w5-3535x.c3806;Sapphire Rapids;20  / 40;2.9 to 4.8 GHz;Socket 4677;10 nm;52.5 MB;300 W;Aug 24th, 2024;Intel
Xeon w7-2555X;/cpu-specs/xeon-w7-2555x.c3811;Sapphire Rapids;14  / 28;3.3 to 4.8 GHz;Socket 4677;10 nm;33.75 MB;210 W;Aug 24th, 2024;Intel
Xeon w7-2565X;/cpu-specs/xeon-w7-2565x.c3810;Sapphire Rapids;18  / 36;3.2 to 4.8 GHz;Socket 4677;10 nm;37.5 MB;240 W;Aug 24th, 2024;Intel
Xeon w7-2575X;/cpu-specs/xeon-w7-2575x.c3809;Sapphire Rapids;22  / 44;3 to 4.8 GHz;Socket 4677;10 nm;45 MB;250 W;Aug 24th, 2024;Intel
Xeon w7-2595X;/cpu-specs/xeon-w7-2595x.c3808;Sapphire Rapids;26  / 52;2.8 to 4.8 GHz;Socket 4677;10 nm;48.75 MB;250 W;Aug 24th, 2024;Intel
Xeon w7-3555;/cpu-specs/xeon-w7-3555.c3804;Sapphire Rapids;28  / 56;2.7 to 4.8 GHz;Socket 4677;10 nm;75 MB;325 W;Aug 24th, 2024;Intel
Xeon w7-3565X;/cpu-specs/xeon-w7-3565x.c3803;Sapphire Rapids;32  / 64;2.5 to 4.8 GHz;Socket 4677;10 nm;82.5 MB;335 W;Aug 24th, 2024;Intel
Xeon w9-3575X;/cpu-specs/xeon-w9-3575x.c3802;Sapphire Rapids;44  / 88;2.2 to 4.8 GHz;Socket 4677;10 nm;97.5 MB;340 W;Aug 24th, 2024;Intel
Xeon w9-3595X;/cpu-specs/xeon-w9-3595x.c3801;Sapphire Rapids;60  / 120;2 to 4.8 GHz;Socket 4677;10 nm;112.5 MB;385 W;Aug 24th, 2024;Intel
Xeon 6710E;/cpu-specs/xeon-6710e.c3657;Sierra Forest;64 ;2.4 to 3.2 GHz;Socket 4710;5 nm;96 MB;205 W;Jun 3rd, 2024;Intel
Xeon 6731E;/cpu-specs/xeon-6731e.c3659;Sierra Forest;96 ;2.2 to 3.1 GHz;Socket 4710;5 nm;96 MB;250 W;Jun 3rd, 2024;Intel
Xeon 6740E;/cpu-specs/xeon-6740e.c3660;Sierra Forest;96 ;2.4 to 3.2 GHz;Socket 4710;5 nm;96 MB;250 W;Jun 3rd, 2024;Intel
Xeon 6746E;/cpu-specs/xeon-6746e.c3661;Sierra Forest;112 ;2 to 2.7 GHz;Socket 4710;5 nm;96 MB;250 W;Jun 3rd, 2024;Intel
Xeon 6756E;/cpu-specs/xeon-6756e.c3662;Sierra Forest;128 ;1.8 to 2.6 GHz;Socket 4710;5 nm;96 MB;225 W;Jun 3rd, 2024;Intel
Xeon 6766E;/cpu-specs/xeon-6766e.c3663;Sierra Forest;144 ;1.9 to 2.7 GHz;Socket 4710;5 nm;108 MB;250 W;Jun 3rd, 2024;Intel
Xeon 6780E;/cpu-specs/xeon-6780e.c3664;Sierra Forest;144 ;2.2 to 3 GHz;Socket 4710;5 nm;108 MB;330 W;Jun 3rd, 2024;Intel
Xeon 6952P;/cpu-specs/xeon-6952p.c3866;Granite Rapids;96  / 192;2.1 to 3.9 GHz;Socket 7529;5 nm;480 MB;400 W;Sep 24th, 2024;Intel
Xeon 6960P;/cpu-specs/xeon-6960p.c3865;Granite Rapids;72  / 144;2.7 to 3.9 GHz;Socket 7529;5 nm;432 MB;500 W;Sep 24th, 2024;Intel
Xeon 6972P;/cpu-specs/xeon-6972p.c3864;Granite Rapids;96  / 192;2.4 to 3.9 GHz;Socket 7529;5 nm;480 MB;500 W;Sep 24th, 2024;Intel
Xeon 6979P;/cpu-specs/xeon-6979p.c3863;Granite Rapids;120  / 240;2.1 to 3.9 GHz;Socket 7529;5 nm;504 MB;500 W;Sep 24th, 2024;Intel
Xeon 6980P;/cpu-specs/xeon-6980p.c3862;Granite Rapids;128  / 256;2 to 3.9 GHz;Socket 7529;5 nm;504 MB;500 W;Sep 24th, 2024;Intel
Ryzen 3 7330U;/cpu-specs/ryzen-3-7330u.c3035;Barcelo-R;4  / 8;2.3 to 4.3 GHz;Socket FP6;7 nm;8 MB;15 W;Jan 4th, 2023;AMD
Ryzen 3 7335U;/cpu-specs/ryzen-3-7335u.c3038;Rembrandt-R;4  / 8;3 to 4.3 GHz;Socket FP7;6 nm;8 MB;28 W;Jan 4th, 2023;AMD
Ryzen 3 7440U;/cpu-specs/ryzen-3-7440u.c3363;Phoenix2;4  / 8;3 to 4.7 GHz;Socket FP7;4 nm;8 MB;28 W;May 3rd, 2023;AMD
Ryzen 3 8440U;/cpu-specs/ryzen-3-8440u.c3407;Hawk Point;4  / 8;3 to 4.7 GHz;Socket FP7;4 nm;8 MB;28 W;Dec 6th, 2023;AMD
Ryzen 3 PRO 7330U;/cpu-specs/ryzen-3-pro-7330u.c3273;Barcelo-R;4  / 8;2.3 to 4.3 GHz;Socket FP6;7 nm;8 MB;15 W;Jan 4th, 2023;AMD
Ryzen 5 7540U;/cpu-specs/ryzen-5-7540u.c3364;Phoenix;6  / 12;3.2 to 4.9 GHz;Socket FP7;4 nm;16 MB;28 W;May 3rd, 2023;AMD
Ryzen 5 5600X3D;/cpu-specs/ryzen-5-5600x3d.c3252;Vermeer;6  / 12;3.3 to 4.4 GHz;Socket AM4;7 nm;96 MB;105 W;Jul 7th, 2023;AMD
Ryzen 5 7500F;/cpu-specs/ryzen-5-7500f.c3259;Raphael;6  / 12;3.7 to 5 GHz;Socket AM5;5 nm;32 MB;65 W;Jul 22nd, 2023;AMD
Ryzen 5 7530U;/cpu-specs/ryzen-5-7530u.c3036;Barcelo-R;6  / 12;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 4th, 2023;AMD
Ryzen 5 7535H;/cpu-specs/ryzen-5-7535h.c3188;Rembrandt-R;6  / 12;3.3 to 4.55 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 4th, 2023;AMD
Ryzen 5 7535HS;/cpu-specs/ryzen-5-7535hs.c3042;Rembrandt-R;6  / 12;3.3 to 4.55 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 4th, 2023;AMD
Ryzen 5 7535U;/cpu-specs/ryzen-5-7535u.c3039;Rembrandt-R;6  / 12;2.9 to 4.55 GHz;Socket FP7;6 nm;16 MB;28 W;Jan 4th, 2023;AMD
Ryzen 5 7545U;/cpu-specs/ryzen-5-7545u.c3365;Phoenix2;6  / 12;3.2 to 4.9 GHz;Socket FP7;4 nm;16 MB;28 W;Nov 2nd, 2023;AMD
Ryzen 5 7600;/cpu-specs/ryzen-5-7600.c2959;Raphael;6  / 12;3.8 to 5.1 GHz;Socket AM5;5 nm;32 MB;65 W;Jan 14th, 2023;AMD
Ryzen 5 7640H;/cpu-specs/ryzen-5-7640h.c3270;Phoenix;6  / 12;4.3 to 5 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 5 7640HS;/cpu-specs/ryzen-5-7640hs.c3034;Phoenix;6  / 12;4.3 to 5 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 5 7640U;/cpu-specs/ryzen-5-7640u.c3205;Phoenix;6  / 12;3.5 to 4.9 GHz;Socket FP8;4 nm;16 MB;15 W;May 3rd, 2023;AMD
Ryzen 5 7645HX;/cpu-specs/ryzen-5-7645hx.c3021;Dragon Range;6  / 12;4 to 5 GHz;Socket FL1;5 nm;32 MB;45 W;Jan 4th, 2023;AMD
Ryzen 5 8540U;/cpu-specs/ryzen-5-8540u.c3406;Hawk Point;6  / 12;3.2 to 4.9 GHz;Socket FP7;4 nm;16 MB;28 W;Dec 6th, 2023;AMD
Ryzen 5 8640HS;/cpu-specs/ryzen-5-8640hs.c3404;Hawk Point;6  / 12;3.5 to 4.9 GHz;Socket FP8;4 nm;16 MB;28 W;Dec 6th, 2023;AMD
Ryzen 5 8640U;/cpu-specs/ryzen-5-8640u.c3405;Hawk Point;6  / 12;3.5 to 4.9 GHz;Socket FP8;4 nm;16 MB;28 W;Dec 6th, 2023;AMD
Ryzen 5 8645HS;/cpu-specs/ryzen-5-8645hs.c3403;Hawk Point;6  / 12;4.3 to 5 GHz;Socket FP8;4 nm;16 MB;45 W;Dec 6th, 2023;AMD
Ryzen 5 PRO 7530U;/cpu-specs/ryzen-5-pro-7530u.c3274;Barcelo-R;6  / 12;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 4th, 2023;AMD
Ryzen 5 PRO 7645;/cpu-specs/ryzen-5-pro-7645.c3304;Raphael;6  / 12;3.8 to 5.1 GHz;Socket AM5;5 nm;32 MB;65 W;Jun 13th, 2023;AMD
Ryzen 7 7700;/cpu-specs/ryzen-7-7700.c2960;Raphael;8  / 16;3.8 to 5.3 GHz;Socket AM5;5 nm;32 MB;65 W;Jan 14th, 2023;AMD
Ryzen 7 7730U;/cpu-specs/ryzen-7-7730u.c3037;Barcelo-R;8  / 16;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 4th, 2023;AMD
Ryzen 7 7735H;/cpu-specs/ryzen-7-7735h.c3187;Rembrandt-R;8  / 16;3.2 to 4.75 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 4th, 2023;AMD
Ryzen 7 7735HS;/cpu-specs/ryzen-7-7735hs.c3041;Rembrandt-R;8  / 16;3.2 to 4.75 GHz;Socket FP7;6 nm;16 MB;35 W;Jan 4th, 2023;AMD
Ryzen 7 7735U;/cpu-specs/ryzen-7-7735u.c3040;Rembrandt-R;8  / 16;2.7 to 4.75 GHz;Socket FP7;6 nm;16 MB;28 W;Jan 4th, 2023;AMD
Ryzen 7 7736U;/cpu-specs/ryzen-7-7736u.c3186;Rembrandt-R;8  / 16;2.7 to 4.7 GHz;Socket FP7;6 nm;16 MB;15 W;Jan 4th, 2023;AMD
Ryzen 7 7745HX;/cpu-specs/ryzen-7-7745hx.c3025;Dragon Range;8  / 16;3.6 to 5.1 GHz;Socket FL1;5 nm;32 MB;55 W;Jan 4th, 2023;AMD
Ryzen 7 7800X3D;/cpu-specs/ryzen-7-7800x3d.c3022;Raphael;8  / 16;4.2 to 5 GHz;Socket AM5;5 nm;96 MB;120 W;Jan 4th, 2023;AMD
Ryzen 7 7840H;/cpu-specs/ryzen-7-7840h.c3271;Phoenix;8  / 16;3.8 to 5.1 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 7 7840HS;/cpu-specs/ryzen-7-7840hs.c3033;Phoenix;8  / 16;3.8 to 5.1 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 7 7840U;/cpu-specs/ryzen-7-7840u.c3212;Phoenix;8  / 16;3.3 to 5.1 GHz;Socket FP8;4 nm;16 MB;28 W;May 2023;AMD
Ryzen 7 8840HS;/cpu-specs/ryzen-7-8840hs.c3401;Hawk Point;8  / 16;3.3 to 5.1 GHz;Socket FP8;4 nm;16 MB;28 W;Dec 6th, 2023;AMD
Ryzen 7 8840U;/cpu-specs/ryzen-7-8840u.c3402;Hawk Point;8  / 16;3.3 to 5.1 GHz;Socket FP8;4 nm;16 MB;28 W;Dec 6th, 2023;AMD
Ryzen 7 8845HS;/cpu-specs/ryzen-7-8845hs.c3400;Hawk Point;8  / 16;3.8 to 5.1 GHz;Socket FP8;4 nm;16 MB;45 W;Dec 6th, 2023;AMD
Ryzen 7 PRO 7730U;/cpu-specs/ryzen-7-pro-7730u.c3275;Barcelo-R;8  / 16;2 to 4.5 GHz;Socket FP6;7 nm;16 MB;15 W;Jan 4th, 2023;AMD
Ryzen 7 PRO 7745;/cpu-specs/ryzen-7-pro-7745.c3303;Raphael;8  / 16;3.8 to 5.3 GHz;Socket AM5;5 nm;32 MB;65 W;Jun 13th, 2023;AMD
Ryzen 9 7845HX;/cpu-specs/ryzen-9-7845hx.c3026;Dragon Range;12  / 24;3 to 5.2 GHz;Socket FL1;5 nm;64 MB;55 W;Jan 4th, 2023;AMD
Ryzen 9 7900;/cpu-specs/ryzen-9-7900.c2961;Raphael;12  / 24;3.7 to 5.4 GHz;Socket AM5;5 nm;64 MB;65 W;Jan 14th, 2023;AMD
Ryzen 9 7900X3D;/cpu-specs/ryzen-9-7900x3d.c3023;Raphael;12  / 24;4.4 to 5.6 GHz;Socket AM5;5 nm;128 MB;120 W;Jan 4th, 2023;AMD
Ryzen 9 7940H;/cpu-specs/ryzen-9-7940h.c3272;Phoenix;8  / 16;4 to 5.2 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 9 7940HS;/cpu-specs/ryzen-9-7940hs.c3020;Phoenix;8  / 16;4 to 5.2 GHz;Socket FP8;4 nm;16 MB;35 W;Jan 2023;AMD
Ryzen 9 7945HX;/cpu-specs/ryzen-9-7945hx.c3027;Dragon Range;16  / 32;2.5 to 5.4 GHz;Socket FL1;5 nm;64 MB;55 W;Jan 4th, 2023;AMD
Ryzen 9 7945HX3D;/cpu-specs/ryzen-9-7945hx3d.c3263;Dragon Range;16  / 32;2.3 to 5.4 GHz;Socket FL1;5 nm;128 MB;55 W;Jul 27th, 2023;AMD
Ryzen 9 7950X3D;/cpu-specs/ryzen-9-7950x3d.c3024;Raphael;16  / 32;4.2 to 5.7 GHz;Socket AM5;5 nm;128 MB;120 W;Jan 4th, 2023;AMD
Ryzen 9 8945HS;/cpu-specs/ryzen-9-8945hs.c3399;Hawk Point;8  / 16;4 to 5.2 GHz;Socket FP8;4 nm;16 MB;45 W;Dec 6th, 2023;AMD
Ryzen 9 PRO 7945;/cpu-specs/ryzen-9-pro-7945.c3302;Raphael;12  / 24;3.7 to 5.4 GHz;Socket AM5;5 nm;64 MB;65 W;Jun 13th, 2023;AMD
4800S;/cpu-specs/4800s.c3327;Ariel;8  / 16;3.6 to 4 GHz;BGA 2963;7 nm;8 MB;65 W;Jan 4th, 2023;AMD
Ryzen Embedded 5600E;/cpu-specs/ryzen-embedded-5600e.c3211;Vermeer;6  / 12;3.3 to 3.6 GHz;Socket AM4;7 nm;32 MB;65 W;Apr 20th, 2023;AMD
Ryzen Embedded 5800E;/cpu-specs/ryzen-embedded-5800e.c3210;Vermeer;8  / 16;3.4 to 3.7 GHz;Socket AM4;7 nm;32 MB;100 W;Apr 20th, 2023;AMD
Ryzen Embedded 5900E;/cpu-specs/ryzen-embedded-5900e.c3209;Vermeer;12  / 24;3.35 to 3.7 GHz;Socket AM4;7 nm;64 MB;105 W;Apr 20th, 2023;AMD
Ryzen Embedded 5950E;/cpu-specs/ryzen-embedded-5950e.c3208;Vermeer;16  / 32;3.05 to 3.4 GHz;Socket AM4;7 nm;64 MB;105 W;Apr 20th, 2023;AMD
Ryzen Embedded V2A46;/cpu-specs/ryzen-embedded-v2a46.c3460;Renoir;6  / 12;3 to 3.2 GHz;Socket FP6;7 nm;8 MB;35 W;Jan 4th, 2023;AMD
Ryzen Z1;/cpu-specs/ryzen-z1.c3287;Phoenix2;6  / 12;3.2 to 4.9 GHz;Socket FP8;4 nm;16 MB;15 W;May 2023;AMD
Ryzen Z1 Extreme;/cpu-specs/ryzen-z1-extreme.c3276;Phoenix;8  / 16;3.3 to 5.1 GHz;Socket FP8;4 nm;16 MB;15 W;May 2023;AMD
Ryzen Threadripper 7960X;/cpu-specs/ryzen-threadripper-7960x.c3359;Storm Peak;24  / 48;4.2 to 5.3 GHz;Socket sTR5;5 nm;128 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper 7970X;/cpu-specs/ryzen-threadripper-7970x.c3358;Storm Peak;32  / 64;4 to 5.3 GHz;Socket sTR5;5 nm;128 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper 7980X;/cpu-specs/ryzen-threadripper-7980x.c3357;Storm Peak;64  / 128;3.2 to 5.1 GHz;Socket sTR5;5 nm;256 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper PRO 7965WX;/cpu-specs/ryzen-threadripper-pro-7965wx.c3361;Storm Peak;24  / 48;4.2 to 5.3 GHz;Socket sTR5;5 nm;128 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper PRO 7975WX;/cpu-specs/ryzen-threadripper-pro-7975wx.c3360;Storm Peak;32  / 64;4 to 5.3 GHz;Socket sTR5;5 nm;128 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper PRO 7985WX;/cpu-specs/ryzen-threadripper-pro-7985wx.c3356;Storm Peak;64  / 128;3.2 to 5.1 GHz;Socket sTR5;5 nm;256 MB;350 W;Oct 19th, 2023;AMD
Ryzen Threadripper PRO 7995WX;/cpu-specs/ryzen-threadripper-pro-7995wx.c3301;Storm Peak;96  / 192;2.5 to 5.1 GHz;Socket sTR5;5 nm;384 MB;350 W;Oct 19th, 2023;AMD
Threadripper PRO 7945WX;/cpu-specs/threadripper-pro-7945wx.c3362;Storm Peak;12  / 24;4.7 to 5.3 GHz;Socket sTR5;5 nm;64 MB;350 W;Oct 19th, 2023;AMD
Threadripper PRO 7955WX;/cpu-specs/threadripper-pro-7955wx.c3300;Storm Peak;16  / 32;4.5 to 5.3 GHz;Socket sTR5;5 nm;64 MB;350 W;Oct 19th, 2023;AMD
Steam Deck CPU (OLED);/cpu-specs/steam-deck-cpu-oled.c3398;Van Gogh;4  / 8;2.4 to 3.5 GHz;BGA ST1;6 nm;4 MB;15 W;Nov 9th, 2023;AMD
EPYC 7203;/cpu-specs/epyc-7203.c3372;Milan;8  / 16;2.8 to 3.4 GHz;Socket SP3;7 nm;64 MB;120 W;Sep 5th, 2023;AMD
EPYC 7203P;/cpu-specs/epyc-7203p.c3373;Milan;8  / 16;2.8 to 3.4 GHz;Socket SP3;7 nm;64 MB;120 W;Sep 5th, 2023;AMD
EPYC 7303;/cpu-specs/epyc-7303.c3371;Milan;16  / 32;2.4 to 3.4 GHz;Socket SP3;7 nm;64 MB;130 W;Sep 5th, 2023;AMD
EPYC 7303P;/cpu-specs/epyc-7303p.c3370;Milan;16  / 32;2.4 to 3.4 GHz;Socket SP3;7 nm;64 MB;130 W;Sep 5th, 2023;AMD
EPYC 7643P;/cpu-specs/epyc-7643p.c3369;Milan;48  / 96;2.3 to 3.6 GHz;Socket SP3;7 nm;256 MB;225 W;Sep 5th, 2023;AMD
EPYC 7663P;/cpu-specs/epyc-7663p.c3368;Milan;56  / 112;2 to 3.5 GHz;Socket SP3;7 nm;256 MB;240 W;Sep 5th, 2023;AMD
EPYC 8024P;/cpu-specs/epyc-8024p.c3294;Siena;8  / 16;2.4 to 3 GHz;Socket SP6;5 nm;32 MB;90 W;Sep 18th, 2023;AMD
EPYC 8024PN;/cpu-specs/epyc-8024pn.c3295;Siena;8  / 16;2.05 to 3 GHz;Socket SP6;5 nm;32 MB;80 W;Sep 18th, 2023;AMD
EPYC 8124P;/cpu-specs/epyc-8124p.c3293;Siena;16  / 32;2.45 to 3 GHz;Socket SP6;5 nm;64 MB;125 W;Sep 18th, 2023;AMD
EPYC 8124PN;/cpu-specs/epyc-8124pn.c3296;Siena;16  / 32;2 to 3 GHz;Socket SP6;5 nm;64 MB;100 W;Sep 18th, 2023;AMD
EPYC 8224P;/cpu-specs/epyc-8224p.c3292;Siena;24  / 48;2.55 to 3 GHz;Socket SP6;5 nm;64 MB;160 W;Sep 18th, 2023;AMD
EPYC 8224PN;/cpu-specs/epyc-8224pn.c3297;Siena;24  / 48;2 to 3 GHz;Socket SP6;5 nm;64 MB;120 W;Sep 18th, 2023;AMD
EPYC 8324P;/cpu-specs/epyc-8324p.c3291;Siena;32  / 64;2.65 to 3 GHz;Socket SP6;5 nm;128 MB;180 W;Sep 18th, 2023;AMD
EPYC 8324PN;/cpu-specs/epyc-8324pn.c3298;Siena;32  / 64;2.05 to 3 GHz;Socket SP6;5 nm;128 MB;130 W;Sep 18th, 2023;AMD
EPYC 8434P;/cpu-specs/epyc-8434p.c3290;Siena;48  / 96;2.5 to 3.1 GHz;Socket SP6;5 nm;128 MB;200 W;Sep 18th, 2023;AMD
EPYC 8434PN;/cpu-specs/epyc-8434pn.c3299;Siena;48  / 96;2 to 3 GHz;Socket SP6;5 nm;128 MB;155 W;Sep 18th, 2023;AMD
EPYC 8534P;/cpu-specs/epyc-8534p.c3288;Siena;64  / 128;2.3 to 3.1 GHz;Socket SP6;5 nm;128 MB;200 W;Sep 18th, 2023;AMD
EPYC 8534PN;/cpu-specs/epyc-8534pn.c3289;Siena;64  / 128;2 to 3.1 GHz;Socket SP6;5 nm;128 MB;175 W;Sep 18th, 2023;AMD
EPYC 9184X;/cpu-specs/epyc-9184x.c3255;Genoa-X;16  / 32;3.55 to 4.2 GHz;Socket SP5;5 nm;768 MB;320 W;Jun 13th, 2023;AMD
EPYC 9384X;/cpu-specs/epyc-9384x.c3254;Genoa-X;32  / 64;3.1 to 3.9 GHz;Socket SP5;5 nm;768 MB;320 W;Jun 13th, 2023;AMD
EPYC 9684X;/cpu-specs/epyc-9684x.c3253;Genoa-X;96  / 192;2.55 to 3.7 GHz;Socket SP5;5 nm;1152 MB;400 W;Jun 13th, 2023;AMD
EPYC 9734;/cpu-specs/epyc-9734.c3258;Bergamo;112  / 224;2.2 to 3 GHz;Socket SP5;5 nm;256 MB;340 W;Jun 13th, 2023;AMD
EPYC 9754;/cpu-specs/epyc-9754.c3257;Bergamo;128  / 256;2.25 to 3.1 GHz;Socket SP5;5 nm;256 MB;360 W;Jun 13th, 2023;AMD
EPYC 9754S;/cpu-specs/epyc-9754s.c3256;Bergamo;128  / 256;2.25 to 3.1 GHz;Socket SP5;5 nm;256 MB;360 W;Jun 13th, 2023;AMD
EPYC Embedded 8124P;/cpu-specs/epyc-embedded-8124p.c3913;Siena;16  / 32;2.45 to 3 GHz;Socket SP6;5 nm;64 MB;125 W;Sep 18th, 2023;AMD
EPYC Embedded 8224P;/cpu-specs/epyc-embedded-8224p.c3912;Siena;24  / 48;2.55 to 3 GHz;Socket SP6;5 nm;64 MB;160 W;Sep 18th, 2023;AMD
EPYC Embedded 8324P;/cpu-specs/epyc-embedded-8324p.c3911;Siena;32  / 64;2.65 to 3 GHz;Socket SP6;5 nm;128 MB;180 W;Sep 18th, 2023;AMD
EPYC Embedded 8C24P;/cpu-specs/epyc-embedded-8c24p.c3914;Siena;12  / 24;2.45 to 3 GHz;Socket SP6;5 nm;32 MB;100 W;Sep 18th, 2023;AMD
EPYC Embedded 9124;/cpu-specs/epyc-embedded-9124.c3194;Genoa;16  / 32;3 to 3.7 GHz;Socket SP5;5 nm;64 MB;200 W;Mar 14th, 2023;AMD
EPYC Embedded 9254;/cpu-specs/epyc-embedded-9254.c3193;Genoa;24  / 48;2.9 to 4.15 GHz;Socket SP5;5 nm;128 MB;200 W;Mar 14th, 2023;AMD
EPYC Embedded 9354;/cpu-specs/epyc-embedded-9354.c3192;Genoa;32  / 64;3.25 to 3.8 GHz;Socket SP5;5 nm;256 MB;280 W;Mar 14th, 2023;AMD
EPYC Embedded 9354P;/cpu-specs/epyc-embedded-9354p.c3195;Genoa;32  / 64;3.25 to 3.8 GHz;Socket SP5;5 nm;256 MB;280 W;Mar 14th, 2023;AMD
EPYC Embedded 9454;/cpu-specs/epyc-embedded-9454.c3191;Genoa;48  / 96;2.75 to 3.8 GHz;Socket SP5;5 nm;256 MB;290 W;Mar 14th, 2023;AMD
EPYC Embedded 9454P;/cpu-specs/epyc-embedded-9454p.c3196;Genoa;48  / 96;2.75 to 3.8 GHz;Socket SP5;5 nm;256 MB;290 W;Mar 14th, 2023;AMD
EPYC Embedded 9554;/cpu-specs/epyc-embedded-9554.c3190;Genoa;64  / 128;3.1 to 3.75 GHz;Socket SP5;5 nm;256 MB;360 W;Mar 14th, 2023;AMD
EPYC Embedded 9554P;/cpu-specs/epyc-embedded-9554p.c3197;Genoa;64  / 128;3.1 to 3.75 GHz;Socket SP5;5 nm;256 MB;360 W;Mar 14th, 2023;AMD
EPYC Embedded 9654;/cpu-specs/epyc-embedded-9654.c3189;Genoa;96  / 192;2.4 to 3.7 GHz;Socket SP5;5 nm;384 MB;360 W;Mar 14th, 2023;AMD
EPYC Embedded 9654P;/cpu-specs/epyc-embedded-9654p.c3198;Genoa;96  / 192;2.4 to 3.7 GHz;Socket SP5;5 nm;384 MB;360 W;Mar 14th, 2023;AMD
Atom x7211E;/cpu-specs/atom-x7211e.c3012;Alder Lake-N;2 ;1 to 3.2 GHz;BGA 1264;10 nm;6 MB;6 W;Jan 3rd, 2023;Intel
Atom x7213E;/cpu-specs/atom-x7213e.c3011;Alder Lake-N;2 ;1.7 to 3.2 GHz;BGA 1264;10 nm;6 MB;10 W;Jan 3rd, 2023;Intel
Atom x7425E;/cpu-specs/atom-x7425e.c3013;Alder Lake-N;4 ;1.5 to 3.4 GHz;BGA 1264;10 nm;6 MB;12 W;Jan 3rd, 2023;Intel
Core Ultra 5 115U;/cpu-specs/core-ultra-5-115u.c3556;Meteor Lake;8  / 10;1.5 to 4.2 GHz;BGA 2049;7 nm;10 MB;15 W;Dec 14th, 2023;Intel
Core Ultra 5 125H;/cpu-specs/core-ultra-5-125h.c3309;Meteor Lake;14  / 18;3.6 to 4.5 GHz;BGA 2049;7 nm;18 MB;28 W;Dec 14th, 2023;Intel
